u,v,timestamp,state_label,feature
0,1,199,1,0.21223021582733814
0,1,200,1,0.21223021582733814
0,1,201,1,0.21223021582733814
0,1,202,1,0.21223021582733814
0,1,203,1,0.21223021582733814
0,1,204,1,0.21223021582733814
0,1,205,1,0.21223021582733814
0,1,206,1,0.21223021582733814
0,1,207,1,0.21223021582733814
0,1,208,1,0.21223021582733814
0,1,209,1,0.21223021582733814
0,1,210,1,0.21223021582733814
0,1,211,1,0.21223021582733814
0,1,212,1,0.21223021582733814
0,1,213,1,0.21223021582733814
0,1,214,1,0.21223021582733814
0,1,215,1,0.21223021582733814
0,1,216,1,0.21223021582733814
0,1,217,1,0.21223021582733814
0,1,218,1,0.21223021582733814
0,1,219,1,0.21223021582733814
0,1,220,1,0.21223021582733814
0,1,221,1,0.21223021582733814
0,1,222,1,0.21223021582733814
0,1,223,1,0.21223021582733814
0,1,224,1,0.21223021582733814
0,1,225,1,0.21223021582733814
0,1,226,1,0.21223021582733814
0,1,227,1,0.21223021582733814
0,1,228,1,0.21223021582733814
0,1,229,1,0.21223021582733814
0,1,230,1,0.21223021582733814
0,1,231,4,0.21223021582733814
0,1,232,4,0.21223021582733814
0,1,233,4,0.21223021582733814
0,1,234,4,0.21223021582733814
0,1,235,4,0.21223021582733814
0,1,236,4,0.21223021582733814
0,1,237,4,0.21223021582733814
0,1,238,4,0.21223021582733814
0,1,239,4,0.21223021582733814
0,1,240,4,0.21223021582733814
0,1,241,4,0.21223021582733814
0,1,242,4,0.21223021582733814
0,1,243,4,0.21223021582733814
0,1,244,4,0.21223021582733814
0,1,245,4,0.21223021582733814
0,1,246,4,0.21223021582733814
0,1,247,4,0.21223021582733814
0,1,248,4,0.21223021582733814
0,1,249,4,0.21223021582733814
0,1,250,4,0.21223021582733814
0,1,251,4,0.21223021582733814
0,1,252,4,0.21223021582733814
0,1,253,4,0.21223021582733814
0,1,254,4,0.21223021582733814
0,1,255,4,0.21223021582733814
0,1,256,4,0.21223021582733814
0,1,257,4,0.21223021582733814
0,1,258,4,0.21223021582733814
0,1,259,4,0.21223021582733814
0,1,260,4,0.21223021582733814
0,1,261,4,0.21223021582733814
0,1,262,4,0.21223021582733814
0,1,263,4,0.21223021582733814
0,1,264,4,0.21223021582733814
0,1,265,4,0.21223021582733814
0,1,266,1,0.21223021582733814
0,1,267,1,0.21223021582733814
0,1,268,1,0.21223021582733814
0,1,269,1,0.21223021582733814
0,1,270,1,0.21223021582733814
0,1,271,1,0.21223021582733814
0,1,272,1,0.21223021582733814
0,2,272,1,0.21223021582733814
0,2,273,1,0.21223021582733814
0,2,274,1,0.21223021582733814
0,2,275,1,0.21223021582733814
0,2,276,1,0.21223021582733814
0,2,277,1,0.21223021582733814
0,2,278,1,0.21223021582733814
0,2,279,1,0.21223021582733814
0,2,280,1,0.21223021582733814
0,2,281,1,0.21223021582733814
0,2,282,1,0.21223021582733814
0,2,283,1,0.21223021582733814
0,2,284,1,0.21223021582733814
0,2,285,1,0.21223021582733814
0,2,286,1,0.21223021582733814
0,2,287,1,0.21223021582733814
0,2,288,1,0.21223021582733814
0,2,289,1,0.21223021582733814
0,2,290,1,0.21223021582733814
0,2,291,1,0.21223021582733814
0,2,292,1,0.21223021582733814
0,2,293,1,0.21223021582733814
0,2,294,1,0.21223021582733814
0,2,295,1,0.21223021582733814
0,2,296,1,0.21223021582733814
0,2,297,1,0.21223021582733814
0,2,298,1,0.21223021582733814
0,2,299,1,0.21223021582733814
0,2,300,1,0.21223021582733814
0,2,301,1,0.21223021582733814
0,2,302,1,0.21223021582733814
0,2,303,1,0.21223021582733814
0,2,304,1,0.21223021582733814
0,2,305,1,0.21223021582733814
0,2,306,1,0.21223021582733814
0,2,307,1,0.21223021582733814
0,2,308,1,0.21223021582733814
0,2,309,1,0.21223021582733814
0,2,310,1,0.21223021582733814
0,2,311,1,0.21223021582733814
0,2,312,1,0.21223021582733814
0,2,313,1,0.21223021582733814
0,2,314,1,0.21223021582733814
0,2,315,1,0.21223021582733814
0,2,316,1,0.21223021582733814
0,2,317,1,0.21223021582733814
0,2,318,1,0.21223021582733814
0,2,319,1,0.21223021582733814
0,2,320,1,0.21223021582733814
0,3,3091,2,0.21223021582733814
0,3,3092,2,0.21223021582733814
0,3,3093,2,0.21223021582733814
0,3,3094,2,0.21223021582733814
0,3,3095,2,0.21223021582733814
0,3,3096,2,0.21223021582733814
0,3,3097,2,0.21223021582733814
0,3,3098,2,0.21223021582733814
0,3,3099,2,0.21223021582733814
0,3,3100,2,0.21223021582733814
0,3,3101,2,0.21223021582733814
0,3,3102,2,0.21223021582733814
0,3,3103,2,0.21223021582733814
0,3,3104,2,0.21223021582733814
0,3,3158,2,0.21223021582733814
0,3,3159,2,0.21223021582733814
0,3,3160,2,0.21223021582733814
0,3,3161,2,0.21223021582733814
0,3,3162,2,0.21223021582733814
0,3,3163,2,0.21223021582733814
0,3,3179,2,0.21223021582733814
0,3,3180,2,0.21223021582733814
0,3,3181,2,0.21223021582733814
0,3,3334,4,0.21223021582733814
0,3,3335,4,0.21223021582733814
0,3,3336,4,0.21223021582733814
0,3,3337,4,0.21223021582733814
0,3,3338,4,0.21223021582733814
0,3,3339,4,0.21223021582733814
0,3,3340,4,0.21223021582733814
0,3,3341,4,0.21223021582733814
0,3,3342,4,0.21223021582733814
0,3,3343,4,0.21223021582733814
0,3,3344,4,0.21223021582733814
0,3,3345,4,0.21223021582733814
0,3,3346,4,0.21223021582733814
0,3,3347,4,0.21223021582733814
0,3,3348,4,0.21223021582733814
0,3,3349,4,0.21223021582733814
0,3,3350,4,0.21223021582733814
0,3,3351,4,0.21223021582733814
0,3,3352,4,0.21223021582733814
0,3,3353,4,0.21223021582733814
0,3,3354,4,0.21223021582733814
0,3,3355,4,0.21223021582733814
0,3,3356,4,0.21223021582733814
0,3,3357,4,0.21223021582733814
0,3,3358,4,0.21223021582733814
0,3,3359,4,0.21223021582733814
0,3,3360,4,0.21223021582733814
0,2,3383,4,0.21223021582733814
0,2,3384,4,0.21223021582733814
0,2,3385,4,0.21223021582733814
0,2,3386,4,0.21223021582733814
0,2,3387,4,0.21223021582733814
0,2,3388,4,0.21223021582733814
0,2,3389,4,0.21223021582733814
0,2,3390,4,0.21223021582733814
0,2,3391,4,0.21223021582733814
0,2,3392,4,0.21223021582733814
0,2,3393,4,0.21223021582733814
0,2,3394,4,0.21223021582733814
0,2,3395,4,0.21223021582733814
0,2,3396,4,0.21223021582733814
0,2,3397,4,0.21223021582733814
0,2,3398,4,0.21223021582733814
0,2,3399,4,0.21223021582733814
0,2,3400,4,0.21223021582733814
0,2,3401,4,0.21223021582733814
0,2,3402,4,0.21223021582733814
0,2,3606,4,0.21223021582733814
0,2,3607,4,0.21223021582733814
0,2,3608,4,0.21223021582733814
0,2,3609,4,0.21223021582733814
0,2,3610,4,0.21223021582733814
0,2,3611,4,0.21223021582733814
0,2,3612,4,0.21223021582733814
0,2,3613,4,0.21223021582733814
0,2,3614,4,0.21223021582733814
0,2,3615,4,0.21223021582733814
0,2,3616,4,0.21223021582733814
0,2,3617,4,0.21223021582733814
0,2,3618,4,0.21223021582733814
0,2,3619,4,0.21223021582733814
0,2,3620,4,0.21223021582733814
0,2,3621,4,0.21223021582733814
0,2,3622,4,0.21223021582733814
0,2,3623,4,0.21223021582733814
0,2,3624,4,0.21223021582733814
0,2,3625,4,0.21223021582733814
0,2,3626,4,0.21223021582733814
0,2,3627,4,0.21223021582733814
0,2,3628,4,0.21223021582733814
0,2,3629,4,0.21223021582733814
0,2,3630,4,0.21223021582733814
0,2,3631,4,0.21223021582733814
0,2,3632,4,0.21223021582733814
0,2,3633,4,0.21223021582733814
0,2,3634,4,0.21223021582733814
0,2,3635,4,0.21223021582733814
0,2,3636,4,0.21223021582733814
0,2,3637,4,0.21223021582733814
0,2,3638,4,0.21223021582733814
0,2,3639,4,0.21223021582733814
0,2,3640,4,0.21223021582733814
0,2,3641,4,0.21223021582733814
0,2,3642,4,0.21223021582733814
0,2,3643,4,0.21223021582733814
0,2,3644,4,0.21223021582733814
0,2,3645,4,0.21223021582733814
0,2,3646,4,0.21223021582733814
0,2,3647,4,0.21223021582733814
0,2,3648,4,0.21223021582733814
0,2,3649,4,0.21223021582733814
0,2,3650,4,0.21223021582733814
0,2,3651,4,0.21223021582733814
0,2,3652,4,0.21223021582733814
0,2,3653,4,0.21223021582733814
0,2,3654,4,0.21223021582733814
0,2,3655,4,0.21223021582733814
0,2,3656,4,0.21223021582733814
0,2,3657,4,0.21223021582733814
0,2,3658,4,0.21223021582733814
0,2,3659,4,0.21223021582733814
0,2,3660,4,0.21223021582733814
0,2,3661,4,0.21223021582733814
0,2,3662,4,0.21223021582733814
0,2,3663,4,0.21223021582733814
0,2,3664,4,0.21223021582733814
0,2,3665,4,0.21223021582733814
0,2,3666,4,0.21223021582733814
0,2,3667,4,0.21223021582733814
0,2,3668,4,0.21223021582733814
0,2,3669,4,0.21223021582733814
0,4,4193,4,0.014388489208633094
0,4,4194,4,0.014388489208633094
0,4,4195,4,0.014388489208633094
0,4,4196,4,0.014388489208633094
0,4,4197,4,0.014388489208633094
0,4,4198,4,0.014388489208633094
0,4,4199,4,0.014388489208633094
0,4,4200,4,0.014388489208633094
0,4,4201,4,0.014388489208633094
0,4,4202,4,0.014388489208633094
0,4,4203,4,0.014388489208633094
0,4,4204,4,0.014388489208633094
0,4,4205,4,0.014388489208633094
0,4,4206,4,0.014388489208633094
0,4,4207,4,0.014388489208633094
0,4,4208,4,0.014388489208633094
0,4,4209,4,0.014388489208633094
0,4,4210,4,0.014388489208633094
0,4,4211,4,0.014388489208633094
0,4,4212,4,0.014388489208633094
0,4,4213,4,0.014388489208633094
0,4,4214,4,0.014388489208633094
0,4,4215,4,0.014388489208633094
0,4,4216,4,0.014388489208633094
0,4,4217,4,0.014388489208633094
0,4,4218,4,0.014388489208633094
0,4,4219,4,0.014388489208633094
0,4,4220,4,0.014388489208633094
0,4,4221,4,0.014388489208633094
0,4,4222,4,0.014388489208633094
0,4,4223,4,0.014388489208633094
0,4,4224,4,0.014388489208633094
0,4,4225,4,0.014388489208633094
0,4,4226,4,0.014388489208633094
0,4,4227,4,0.014388489208633094
0,4,4228,4,0.014388489208633094
0,4,4229,4,0.014388489208633094
0,4,4230,4,0.014388489208633094
0,4,4231,4,0.014388489208633094
0,4,4232,4,0.014388489208633094
0,4,4233,4,0.014388489208633094
0,4,4234,4,0.014388489208633094
0,4,4235,4,0.014388489208633094
0,4,4236,4,0.014388489208633094
0,4,4237,4,0.014388489208633094
0,4,4238,4,0.014388489208633094
0,4,4239,4,0.014388489208633094
0,4,4240,4,0.014388489208633094
0,4,4241,4,0.014388489208633094
0,4,4242,4,0.014388489208633094
0,4,4243,4,0.014388489208633094
0,4,4244,4,0.014388489208633094
0,4,4245,4,0.014388489208633094
0,4,4246,4,0.014388489208633094
0,4,4247,4,0.014388489208633094
0,4,4248,4,0.014388489208633094
0,4,4249,4,0.014388489208633094
0,4,4250,4,0.014388489208633094
0,4,4251,4,0.014388489208633094
0,4,4252,4,0.014388489208633094
0,4,4253,4,0.014388489208633094
0,4,4254,4,0.014388489208633094
0,4,4255,4,0.014388489208633094
0,4,4256,4,0.014388489208633094
0,4,4257,4,0.014388489208633094
0,4,4258,4,0.014388489208633094
0,4,4259,4,0.014388489208633094
0,4,4260,4,0.014388489208633094
0,4,4261,4,0.014388489208633094
0,4,4262,4,0.014388489208633094
0,4,4263,4,0.014388489208633094
0,4,4264,4,0.014388489208633094
0,4,4265,4,0.014388489208633094
0,4,4266,4,0.014388489208633094
0,4,4267,4,0.014388489208633094
0,4,4268,4,0.014388489208633094
0,4,4269,4,0.014388489208633094
0,4,4270,4,0.014388489208633094
0,4,4271,4,0.014388489208633094
0,4,4272,4,0.014388489208633094
0,4,4273,4,0.014388489208633094
0,4,4274,4,0.014388489208633094
0,4,4275,4,0.014388489208633094
0,4,4276,4,0.014388489208633094
0,4,4277,4,0.014388489208633094
0,4,4278,4,0.014388489208633094
0,4,4279,4,0.014388489208633094
0,4,4280,4,0.014388489208633094
0,4,4281,4,0.014388489208633094
0,4,4282,4,0.014388489208633094
0,4,4283,4,0.014388489208633094
0,4,4284,4,0.014388489208633094
0,4,4285,4,0.014388489208633094
0,4,4286,4,0.014388489208633094
0,4,4287,4,0.014388489208633094
0,4,4288,4,0.014388489208633094
0,4,4289,4,0.014388489208633094
0,4,4290,4,0.014388489208633094
0,4,4291,4,0.014388489208633094
0,4,4292,4,0.014388489208633094
0,4,4293,4,0.014388489208633094
0,4,4294,4,0.014388489208633094
0,4,4295,4,0.014388489208633094
0,4,4296,4,0.014388489208633094
0,4,4297,4,0.014388489208633094
0,4,4298,4,0.014388489208633094
0,4,4299,4,0.014388489208633094
0,4,4300,4,0.014388489208633094
0,4,4301,4,0.014388489208633094
0,4,4302,4,0.014388489208633094
0,4,4303,4,0.014388489208633094
0,4,4303,4,0.24100719424460432
0,4,4304,4,0.24100719424460432
0,4,4305,4,0.24100719424460432
0,4,4306,4,0.24100719424460432
0,4,4307,4,0.24100719424460432
0,4,4308,4,0.24100719424460432
0,4,4309,4,0.24100719424460432
0,4,4310,4,0.24100719424460432
0,4,4311,4,0.24100719424460432
0,4,4312,4,0.24100719424460432
0,4,4313,4,0.24100719424460432
0,4,4314,4,0.24100719424460432
0,4,4315,4,0.24100719424460432
0,4,4316,4,0.24100719424460432
0,4,4317,4,0.24100719424460432
0,4,4318,4,0.24100719424460432
0,4,4319,4,0.24100719424460432
0,4,4320,4,0.24100719424460432
0,4,4321,4,0.24100719424460432
0,4,4322,4,0.24100719424460432
0,4,4323,4,0.24100719424460432
0,4,4324,4,0.24100719424460432
0,4,4325,4,0.24100719424460432
0,4,4326,4,0.24100719424460432
0,4,4327,4,0.24100719424460432
0,4,4328,4,0.24100719424460432
0,4,4329,4,0.24100719424460432
0,4,4330,4,0.24100719424460432
0,4,4331,4,0.24100719424460432
0,4,4332,4,0.24100719424460432
0,4,4333,4,0.24100719424460432
0,4,4334,4,0.24100719424460432
0,4,4335,4,0.24100719424460432
0,4,4336,4,0.24100719424460432
0,4,4337,4,0.24100719424460432
0,4,4338,4,0.24100719424460432
0,4,4339,4,0.24100719424460432
0,4,4340,4,0.24100719424460432
0,4,4341,4,0.24100719424460432
0,4,4342,4,0.24100719424460432
0,4,4343,4,0.24100719424460432
0,4,4344,4,0.24100719424460432
0,4,4345,4,0.24100719424460432
0,4,4346,4,0.24100719424460432
0,4,4347,4,0.24100719424460432
0,4,4348,4,0.24100719424460432
0,4,4349,4,0.24100719424460432
0,4,4350,4,0.24100719424460432
0,4,4351,4,0.24100719424460432
0,4,4352,4,0.24100719424460432
0,4,4353,4,0.24100719424460432
0,4,4354,4,0.24100719424460432
0,4,4355,4,0.24100719424460432
0,4,4356,4,0.24100719424460432
0,4,4357,4,0.24100719424460432
0,4,4358,4,0.24100719424460432
0,4,4359,4,0.24100719424460432
0,4,4360,4,0.24100719424460432
0,4,4361,4,0.24100719424460432
0,4,4362,4,0.24100719424460432
0,4,4363,4,0.24100719424460432
0,4,4364,4,0.24100719424460432
0,4,4365,4,0.24100719424460432
0,4,4366,4,0.24100719424460432
0,4,4367,4,0.24100719424460432
0,4,4368,4,0.24100719424460432
0,4,4369,4,0.24100719424460432
0,4,4370,4,0.24100719424460432
0,4,4371,4,0.24100719424460432
0,4,4372,4,0.24100719424460432
0,4,4373,4,0.24100719424460432
0,4,4374,4,0.24100719424460432
0,4,4375,4,0.24100719424460432
0,4,4376,4,0.24100719424460432
0,4,4377,4,0.24100719424460432
0,4,4378,4,0.24100719424460432
0,4,4379,4,0.24100719424460432
0,4,4380,4,0.24100719424460432
0,4,4381,4,0.24100719424460432
0,4,4382,4,0.24100719424460432
0,4,4383,4,0.24100719424460432
0,4,4384,4,0.24100719424460432
0,4,4385,4,0.24100719424460432
0,4,4386,4,0.24100719424460432
0,4,4387,4,0.24100719424460432
0,4,4388,4,0.24100719424460432
0,4,4389,4,0.24100719424460432
0,4,4390,4,0.24100719424460432
0,4,4391,4,0.24100719424460432
0,4,4392,4,0.24100719424460432
0,4,4393,4,0.24100719424460432
0,4,4394,4,0.24100719424460432
0,4,4395,4,0.24100719424460432
0,4,4396,4,0.24100719424460432
0,4,4397,4,0.24100719424460432
0,4,4398,4,0.24100719424460432
0,4,4399,4,0.24100719424460432
0,4,4400,4,0.24100719424460432
0,4,4401,4,0.24100719424460432
0,4,4402,4,0.24100719424460432
0,4,4403,4,0.24100719424460432
0,4,4404,4,0.24100719424460432
0,4,4405,4,0.24100719424460432
0,4,4406,4,0.24100719424460432
0,4,4407,4,0.24100719424460432
0,4,4408,4,0.24100719424460432
0,4,4409,4,0.24100719424460432
0,4,4410,4,0.24100719424460432
0,4,4411,4,0.24100719424460432
0,4,4412,4,0.24100719424460432
0,4,4413,4,0.24100719424460432
0,4,4414,4,0.24100719424460432
0,4,4415,4,0.24100719424460432
0,4,4416,4,0.24100719424460432
0,4,4417,4,0.24100719424460432
0,4,4418,4,0.24100719424460432
0,4,4419,4,0.24100719424460432
0,4,4420,4,0.24100719424460432
0,4,4421,4,0.24100719424460432
0,4,4422,4,0.24100719424460432
0,4,4423,4,0.24100719424460432
0,4,4424,4,0.24100719424460432
0,4,4425,4,0.24100719424460432
0,4,4426,4,0.24100719424460432
0,4,4427,4,0.24100719424460432
0,4,4428,4,0.24100719424460432
0,4,4429,4,0.24100719424460432
0,4,4430,4,0.24100719424460432
0,4,4431,4,0.24100719424460432
0,4,4432,4,0.24100719424460432
0,4,4433,4,0.24100719424460432
0,4,4434,4,0.24100719424460432
0,4,4435,4,0.24100719424460432
0,4,4436,4,0.24100719424460432
0,4,4437,4,0.24100719424460432
0,4,4438,4,0.24100719424460432
0,4,4439,4,0.24100719424460432
0,4,4440,4,0.24100719424460432
0,4,4441,4,0.24100719424460432
0,4,4442,4,0.24100719424460432
0,4,4443,4,0.24100719424460432
0,4,4444,4,0.24100719424460432
0,4,4445,4,0.24100719424460432
0,4,4446,4,0.24100719424460432
0,4,4447,4,0.24100719424460432
0,4,4448,4,0.24100719424460432
0,4,4449,4,0.24100719424460432
0,4,4450,4,0.24100719424460432
0,4,4451,4,0.24100719424460432
0,4,4452,4,0.24100719424460432
0,4,4453,4,0.24100719424460432
0,4,4454,4,0.24100719424460432
0,4,4455,4,0.24100719424460432
0,4,4456,4,0.24100719424460432
0,4,4457,4,0.24100719424460432
0,4,4458,4,0.24100719424460432
0,4,4459,4,0.24100719424460432
0,4,4460,4,0.24100719424460432
0,4,4461,4,0.24100719424460432
0,4,4462,4,0.24100719424460432
0,4,4463,4,0.24100719424460432
0,4,4464,4,0.24100719424460432
0,4,4465,4,0.24100719424460432
0,4,4466,4,0.24100719424460432
0,4,4467,4,0.24100719424460432
0,4,4468,4,0.24100719424460432
0,4,4469,4,0.24100719424460432
0,4,4470,4,0.24100719424460432
0,4,4471,4,0.24100719424460432
0,4,4472,4,0.24100719424460432
0,4,4473,4,0.24100719424460432
0,4,4474,4,0.24100719424460432
0,4,4475,4,0.24100719424460432
0,4,4476,4,0.24100719424460432
0,4,4477,4,0.24100719424460432
0,4,4478,4,0.24100719424460432
0,4,4479,4,0.24100719424460432
0,4,4480,4,0.24100719424460432
0,4,4481,4,0.24100719424460432
0,4,4482,4,0.24100719424460432
0,4,4483,4,0.24100719424460432
0,4,4484,4,0.24100719424460432
0,4,4485,4,0.24100719424460432
0,4,4486,4,0.24100719424460432
0,4,4487,4,0.24100719424460432
0,4,4488,4,0.24100719424460432
0,4,4489,4,0.24100719424460432
0,4,4490,4,0.24100719424460432
0,4,4491,4,0.24100719424460432
0,4,4492,4,0.24100719424460432
0,4,4493,4,0.24100719424460432
0,4,4494,4,0.24100719424460432
0,4,4495,4,0.24100719424460432
0,4,4496,4,0.24100719424460432
0,4,4497,4,0.24100719424460432
0,4,4498,4,0.24100719424460432
0,4,4499,4,0.24100719424460432
0,4,4500,4,0.24100719424460432
0,4,4501,4,0.24100719424460432
0,4,4502,4,0.24100719424460432
0,4,4503,4,0.24100719424460432
0,4,4504,4,0.24100719424460432
0,4,4505,4,0.24100719424460432
0,4,4506,4,0.24100719424460432
0,4,4507,4,0.24100719424460432
0,4,4508,4,0.24100719424460432
0,4,4509,4,0.24100719424460432
0,4,4510,4,0.24100719424460432
0,4,4511,4,0.24100719424460432
0,4,4512,4,0.24100719424460432
0,4,4513,4,0.24100719424460432
0,4,4514,4,0.24100719424460432
0,4,4515,4,0.24100719424460432
0,4,4516,4,0.24100719424460432
0,4,4517,4,0.24100719424460432
0,4,4518,4,0.24100719424460432
0,4,4519,4,0.24100719424460432
0,4,4520,4,0.24100719424460432
0,4,4521,4,0.24100719424460432
0,4,4522,4,0.24100719424460432
0,4,4523,4,0.24100719424460432
0,4,4524,4,0.24100719424460432
0,4,4525,4,0.24100719424460432
0,4,4526,4,0.24100719424460432
0,4,4527,4,0.24100719424460432
0,4,4528,4,0.24100719424460432
0,4,4529,4,0.24100719424460432
0,4,4530,4,0.24100719424460432
0,4,4531,4,0.24100719424460432
0,4,4532,4,0.24100719424460432
0,4,4533,4,0.24100719424460432
0,4,4534,4,0.24100719424460432
0,4,4535,4,0.24100719424460432
0,4,4536,4,0.24100719424460432
0,4,4537,4,0.24100719424460432
0,4,4538,4,0.24100719424460432
0,4,4539,4,0.24100719424460432
0,4,4540,4,0.24100719424460432
0,4,4541,4,0.24100719424460432
0,4,4542,4,0.24100719424460432
0,4,4543,4,0.24100719424460432
0,4,4544,4,0.24100719424460432
0,4,4545,4,0.24100719424460432
0,4,4546,4,0.24100719424460432
0,4,4547,4,0.24100719424460432
0,4,4548,4,0.24100719424460432
0,4,4549,4,0.24100719424460432
0,4,4550,4,0.24100719424460432
0,4,4551,4,0.24100719424460432
0,4,4552,4,0.24100719424460432
0,4,4553,4,0.24100719424460432
0,4,4554,4,0.24100719424460432
0,4,4555,4,0.24100719424460432
0,4,4556,4,0.24100719424460432
0,4,4557,4,0.24100719424460432
0,4,4558,4,0.24100719424460432
0,4,4559,4,0.24100719424460432
0,4,4560,4,0.24100719424460432
0,4,4561,4,0.24100719424460432
0,4,4562,4,0.24100719424460432
0,4,4563,4,0.24100719424460432
0,4,4564,4,0.24100719424460432
0,4,4565,4,0.24100719424460432
0,4,4566,4,0.24100719424460432
0,4,4567,4,0.24100719424460432
0,4,4568,4,0.24100719424460432
0,4,4569,4,0.24100719424460432
0,4,4570,4,0.24100719424460432
0,4,4571,4,0.24100719424460432
0,4,4572,4,0.24100719424460432
0,4,4573,4,0.24100719424460432
0,4,4574,4,0.24100719424460432
0,4,4575,4,0.24100719424460432
0,4,4576,4,0.24100719424460432
0,4,4577,4,0.24100719424460432
0,4,4578,4,0.24100719424460432
0,4,4579,4,0.24100719424460432
0,4,4580,4,0.24100719424460432
0,4,4581,4,0.24100719424460432
0,4,4582,4,0.24100719424460432
0,4,4583,4,0.24100719424460432
0,4,4584,4,0.24100719424460432
0,4,4585,4,0.24100719424460432
0,4,4586,4,0.24100719424460432
0,4,4587,4,0.24100719424460432
0,4,4588,4,0.24100719424460432
0,4,4589,4,0.24100719424460432
0,4,4590,4,0.24100719424460432
0,4,4591,4,0.24100719424460432
0,4,4592,4,0.24100719424460432
0,4,4593,4,0.24100719424460432
0,4,4594,4,0.24100719424460432
0,4,4595,4,0.24100719424460432
0,4,4596,4,0.24100719424460432
0,4,4597,4,0.24100719424460432
0,4,4598,4,0.24100719424460432
0,4,4599,4,0.24100719424460432
0,4,4600,4,0.24100719424460432
0,4,4601,4,0.24100719424460432
0,4,4602,4,0.24100719424460432
0,4,4603,4,0.24100719424460432
0,4,4604,4,0.24100719424460432
0,4,4605,4,0.24100719424460432
0,4,4606,4,0.24100719424460432
0,4,4607,4,0.24100719424460432
0,4,4608,4,0.24100719424460432
0,4,4609,4,0.24100719424460432
0,4,4610,4,0.24100719424460432
0,4,4611,4,0.24100719424460432
0,4,4612,4,0.24100719424460432
0,4,4613,4,0.24100719424460432
0,4,4614,4,0.24100719424460432
0,4,4615,4,0.24100719424460432
0,4,4616,4,0.24100719424460432
0,4,4617,4,0.24100719424460432
0,4,4618,4,0.24100719424460432
0,4,4619,4,0.24100719424460432
0,4,4620,4,0.24100719424460432
0,4,4621,4,0.24100719424460432
0,4,4622,4,0.24100719424460432
0,4,4623,4,0.24100719424460432
0,4,4624,4,0.24100719424460432
0,4,4625,4,0.24100719424460432
0,4,4626,4,0.24100719424460432
0,4,4627,4,0.24100719424460432
0,4,4628,4,0.24100719424460432
0,4,4629,4,0.24100719424460432
0,4,4630,4,0.24100719424460432
0,4,4631,4,0.24100719424460432
0,4,4632,4,0.24100719424460432
0,4,4633,4,0.24100719424460432
0,4,4634,4,0.24100719424460432
0,4,4635,4,0.24100719424460432
0,4,4636,4,0.24100719424460432
